,name,link,ac,health,strength,dexterity,constitution,intelligence,wisdom,charisma
1311,Леди Гондафрей,/bestiary/5325-lady_gondafrey/,15,52,2,0,3,0,0,-2
1312,Леди Фиона Вахтер,/bestiary/4762-lady_fiona_wachter/,10,27,0,0,1,1,3,1
1313,Лейба Россе (Няня),/bestiary/5327-laiba_rosse_nana_/,13,33,0,2,1,0,1,2
1314,Летучая вермышь,/bestiary/5386-werebat/,13,24,-1,3,0,0,1,-1
1315,Лидер варваров Утгардтцев,/bestiary/7720-uthgardt_barbarian_leader/,14,67,3,2,3,-1,0,-1
1316,Личинка охотника за яйцами,/bestiary/6340-egg_hunter_hatchling/,14,28,-1,3,1,-5,0,-3
1317,Локата охотник,/bestiary/7525-locathah_hunter/,14,33,1,2,1,0,2,0
1318,Луваш,/bestiary/4766-luvash/,15,65,2,3,2,2,0,2
1319,Людоящер шаман,/bestiary/218-lizardfolk_shaman/,13,27,2,0,1,0,2,-1
1320,Лампада,/bestiary/7162-lampad/,15,52,1,1,2,0,1,4
1321,Лекротта,/multiverse/bestiary/6827-leucrotta/,14,67,4,2,2,-1,1,-2
1322,Летающий ужас,/bestiary/11859-flying_horror/,16,49,-1,5,1,-4,2,3
1323,Ловчий падальщик,/bestiary/6855-carrion_stalker/,14,35,-2,3,1,-4,1,-2
1324,Лоза-убийца,/bestiary/2641-assassin_vine/,13,85,4,0,3,-5,0,-5
1325,Лорд игл,/bestiary/13709-needle_lord/,15,45,4,0,2,0,2,1
1326,Лучник,/multiverse/bestiary/6464-archer/,16,75,0,4,3,0,1,0
1327,Людоящер заместитель вождя,/bestiary/7521-lizardfolk_subchief/,14,52,2,1,2,0,3,1
1328,Ламия,/bestiary/215-lamia/,13,97,3,1,2,2,2,3
1329,Лангдедроса Цианврас,/bestiary/3725-langdedrosa_cyanwrath/,17,57,4,1,3,0,2,1
1330,Лиара Портир,/bestiary/6018-liara_portyr/,15,84,3,1,2,2,2,3
1331,Леонинский бунтарь,/bestiary/7197-leonin_iconoclast/,17,67,2,4,3,1,3,0
1332,Лесная Вайда,/multiverse/bestiary/7069-wood_woad/,18,75,4,1,3,0,1,-1
1333,Линкс Креатлах,/bestiary/8521-lynx_creatlach/,13,136,4,2,4,1,3,4
1334,Лулу,/bestiary/6420-lulu/,18,36,0,0,1,3,4,3
1335,Лунная акула,/bestiary/7869-moonshark/,13,126,6,0,5,-5,0,-3
1336,Людмила Вилисевич,/bestiary/4765-ludmilla_vilisevic/,15,82,3,3,3,0,0,1
1337,Лев-одуванчик,/bestiary/11059-dandylion/,14,90,6,4,2,3,3,4
1338,Лоссер Мирклав,/bestiary/5331-losser_mirklav/,12,31,-1,2,0,3,1,0
1339,Ледяной великан,/bestiary/169-frost_giant/,15,138,6,-1,5,-1,0,1
1340,Ледяной тролль,/bestiary/5754-ice_troll/,16,115,4,-1,6,-2,-1,-2
1341,Ловушка интеллекта,/bestiary/12509-intellect_snare/,14,99,1,4,2,6,3,0
1342,Ломовик,/bestiary/11068-scrapper/,18,126,5,0,5,-4,0,-5
1343,Ледяной великан — зомби,/bestiary/7277-frost_giant_zombie/,15,138,6,-2,5,-4,-2,-3
1344,Лортуун,/bestiary/5922-lorthuun/,18,180,0,2,4,3,2,3
1345,Летний эладрин,/multiverse/bestiary/6727-summer_eladrin/,19,165,4,5,3,2,1,4
1346,Лягемот,/multiverse/bestiary/6754-froghemoth/,14,161,6,1,5,-4,1,-3
1347,Ледяной великан Злой воды,/bestiary/12132-frost_giant_of_evil_water/,16,172,6,3,5,-1,2,1
1348,Лавиноподобный холмовой великан,/bestiary/12173-hill_giant_avalancher/,15,220,5,-1,4,-1,4,0
1349,Левая рука Маншуна,/bestiary/6208-left_hand_of_manshoon/,12,63,0,2,1,5,2,3
1350,Лоужет,/bestiary/10603-lohezet/,12,137,-1,2,1,5,2,0
1351,Лугару,/bestiary/6868-loup_garou/,16,170,4,4,4,2,3,3
1352,Лютый тролль,/multiverse/bestiary/7051-dire_troll/,15,172,6,2,5,-1,0,-3
1353,Ледяной дьявол (Гелюгон),/bestiary/83-ice_devil/,18,180,5,2,4,4,2,4
1354,Лич-Девкарин,/bestiary/9394-devkarin_lich/,14,97,0,3,2,4,3,2
1355,Ловчий,/multiverse/bestiary/6928-retriever/,19,210,6,3,5,-4,0,-3
1356,Лиловый червь,/bestiary/267-purple_worm/,18,247,9,-2,6,-5,-1,-3
1357,Лорд черепов,/multiverse/bestiary/6980-skull_lord/,18,112,2,3,3,3,2,5
1358,Лорд-мумия,/bestiary/244-mummy_lord/,17,97,4,0,3,0,4,3
1359,Личиночный маг звёздных порождений,/multiverse/bestiary/7032-star_spawn_larva_mage/,16,168,3,1,6,4,1,3
1360,Лхаммарунтош,/bestiary/8029-lhammaruntosz/,19,212,7,0,6,3,2,4
1361,Лаэраль Сильверхенд,/bestiary/5326-laeral_silverhand/,18,228,1,3,5,5,5,4
1362,Ледяной великан ваятель льда,/bestiary/12130-frost_giant_ice_shaper/,16,310,6,0,5,0,4,3
1363,Ледяной червь,/bestiary/7278-frost_worm/,18,264,9,-1,6,-5,-3,-3
1364,Лишайниковый лич,/bestiary/5051-lichen_lich/,20,225,0,3,3,2,5,3
1365,Лорд Лезвий,/bestiary/4986-the_lord_of_blades/,19,195,5,2,4,4,3,4
1366,Лорд Сот,/bestiary/10604-lord_soth/,18,228,6,0,5,1,3,5
1367,Левиафан,/multiverse/bestiary/6828-leviathan/,17,328,8,7,10,-4,4,3
1368,Лич,/bestiary/216-lich/,17,135,0,3,3,5,2,3
1369,Леди Илмерроу,/bestiary/4980-lady_illmarrow/,19,199,3,3,5,8,5,7
1370,Маг-техник,/bestiary/5003-magewright/,11,9,0,1,0,2,2,1
1371,Маркхэм Саутвелл,/bestiary/7775-markham_southwell/,17,58,2,1,2,0,3,2
1372,Медоносная пчела Полленелла,/bestiary/8440-pollenella_the_honeybee/,13,1,-5,3,-1,-5,0,-5
1373,Меркоть,/bestiary/8441-gloam/,12,2,-4,2,0,-4,1,-2
1374,Механическая птица,/bestiary/5123-mechanical_bird/,15,1,0,0,0,0,0,0
1375,Миливой,/bestiary/4770-milivoj/,10,4,2,0,0,0,0,0
1376,Мира Рахир,/bestiary/12713-meera_raheer/,10,4,0,0,0,0,0,0
1377,Мирош Кселбрин,/bestiary/7776-miros_xelbrin/,10,22,3,0,2,0,1,2
1378,Могучий слуга Леук-о,/bestiary/3762-mighty_servant_of_leuk_o/,22,310,10,2,5,-5,2,0
1379,Молодой грифон (Крошечный),/bestiary/5815-young_griffon_tiny_/,12,5,-4,2,3,-4,1,-1
1380,Молодой мимик,/bestiary/4315-juvenile_mimic/,11,7,-5,1,1,0,1,0
1381,Морак Ур’грей,/bestiary/7699-morak_ur_gray/,10,4,0,0,0,0,0,0
1382,Морской зверь,/bestiary/4312-beast_of_the_sea/,13,5,2,2,2,-1,2,0
1383,Морской конек,/bestiary/384-sea_horse/,11,1,-5,1,-1,-5,0,-4
1384,Малыш йети,/bestiary/5750-yeti_tyke/,11,9,0,0,1,-2,-1,-3
1385,Мастиф,/bestiary/382-mastiff/,12,5,1,2,1,-4,1,-2
1386,Мваксанаре,/bestiary/6019-mwaxanare/,10,13,-2,0,0,1,1,3
1387,Мерфолк,/bestiary/234-merfolk/,11,11,0,1,1,0,0,1
1388,Молодой крутик,/multiverse/bestiary/6826-young_kruthik/,16,9,1,3,1,-3,0,-2
1389,Монодрон,/bestiary/238-monodrone/,15,5,0,1,1,-3,0,-3
1390,Морской эльф,/bestiary/7714-sea_elf/,11,11,0,1,1,0,0,1
1391,Моряк,/bestiary/7436-sailor/,12,11,0,1,1,0,0,0
1392,Мул,/bestiary/385-mule/,10,11,2,0,1,-4,0,-3
1393,Мэйн,/bestiary/70-manes/,9,9,0,-1,1,-4,-1,-3
1394,Максин,/bestiary/5363-maxeene/,10,19,4,0,1,0,0,-2
1395,Маленький жёлтый мускусный зомби,/bestiary/6011-small_yellow_musk_zombie/,9,27,1,-1,1,-5,-2,-4
1396,Марзена Белвью,/bestiary/4769-marzena_belview/,11,26,1,-1,2,-1,0,-2
1397,Маслёнка Выскочка,/bestiary/8438-squirt_the_oilcan/,15,17,-4,2,0,0,-1,2
1398,Мерзкий угнетённый,/multiverse/bestiary/7028-wretched_sorrowsworn/,15,10,-2,1,-1,-3,-2,-3
1399,Мерцающий пёс,/bestiary/383-blink_dog/,13,22,1,3,1,0,1,0
1400,Металлическая славка,/bestiary/6351-metallic_warbler/,14,14,-3,2,1,-1,0,1
1401,Минотавр археолог,/bestiary/13252-minotaur_archaeologist/,11,18,1,0,0,1,1,0
1402,Мишка Белвью,/bestiary/4771-mishka_belview/,11,26,1,-1,2,-1,0,-2
1403,Молодой грифон (Маленький),/bestiary/5816-young_griffon_small_/,12,13,-1,2,3,-4,1,-1
1404,Молодой крюкастый ужас,/bestiary/5917-young_hook_horror/,11,11,1,0,2,-2,1,-2
1405,Морж,/bestiary/5759-walrus/,9,22,2,-1,2,-4,0,-3
1406,Морте,/bestiary/13231-morte/,13,22,0,3,3,1,0,1
1407,Магмин,/bestiary/225-magmin/,14,9,-2,2,1,-1,0,0
1408,Магмовый мефит,/bestiary/230-magma_mephit/,11,22,-1,1,1,-2,0,0
1409,Мёртвая голова,/bestiary/6862-death_s_head/,16,17,-1,1,1,-3,2,-4
1410,Мёртвый куролиск,/bestiary/8519-undead_cockatrice/,11,27,-2,1,1,-4,1,-3
1411,Мерфолк разведчик,/bestiary/7532-merfolk_scout/,13,16,0,2,1,0,1,0
1412,Металлическая оса,/bestiary/6181-metal_wasp/,16,24,0,2,0,-5,0,-4
1413,Монах Священного Камня,/bestiary/4913-sacred_stone_monk/,14,22,1,2,1,0,2,-1
1414,Морской эльф разведчик,/bestiary/10597-sea_elf_scout/,13,16,0,2,1,0,1,0
1415,Мудрец,/bestiary/5064-sage/,10,22,-1,0,0,4,2,0
1416,Маджесто,/bestiary/4768-majesto/,13,10,-2,3,1,0,1,2
1417,Мертвионетка,/bestiary/6856-carrionnete/,15,27,0,2,1,-1,2,2
1418,Мерфолк добытчик,/bestiary/7531-merfolk_salvager/,12,22,0,1,1,0,0,1
1419,Мизел,/multiverse/bestiary/6834-meazel/,13,35,-1,3,-1,2,1,0
1420,Мистер Иглонитка,/bestiary/6057-mister_threadneedle/,11,36,0,1,0,0,0,1
1421,Мишка Бастер,/bestiary/8042-buster_the_bear/,16,27,2,2,1,-1,0,-1
1422,Молодой василиск,/bestiary/5911-young_basilisk/,13,22,1,-1,2,-4,-1,-2
1423,Молодой грифон (Средний),/bestiary/5817-young_griffon_medium_/,12,32,1,2,3,-4,1,-1
1424,Морское отродье,/multiverse/bestiary/6930-sea_spawn/,11,32,2,-1,2,-2,0,-1
1425,Мушариб,/bestiary/6029-musharib/,13,30,1,1,3,1,2,0
1426,Малютка,/bestiary/6419-little_one/,11,59,4,-1,3,4,-2,-2
1427,Мастер Рефрум,/bestiary/7563-master_refrum/,10,27,0,0,1,1,3,1
1428,Мейенир,/bestiary/5810-mjenir/,11,27,0,1,1,1,2,0
1429,Меланнор Фелбранч,/bestiary/5335-melannor_fellbranch/,11,27,0,1,1,1,2,0
1430,Мерроу,/bestiary/235-merrow/,13,45,4,0,2,-1,0,-1
1431,Метатель гоблинов,/bestiary/7712-goblin_hucker/,11,59,4,-1,3,-3,-2,-2
1432,Механический ужас,/bestiary/7686-clockwork_horror/,18,60,2,2,4,1,2,0
1433,Мимик,/bestiary/236-mimic/,12,58,3,1,2,-3,1,-1
1434,Мимик шлюпка,/bestiary/6236-rowboat_mimic/,12,67,3,1,2,-3,1,-1
1435,Минлок,/bestiary/8895-meenlock/,15,31,-2,2,1,0,0,-1
1436,Минлок,/multiverse/bestiary/6835-meenlock/,15,31,-2,2,1,0,0,-1
1437,Минотавр лазутчик,/bestiary/13253-minotaur_infiltrator/,13,36,4,0,2,-1,3,0
1438,Мобар,/bestiary/6219-mobar/,13,42,-1,3,0,0,1,-1
1439,Морская карга,/bestiary/194-sea_hag/,14,52,3,1,3,1,1,1
1440,Маку,/bestiary/6187-maku/,14,117,4,0,3,-2,3,-1
1441,Мантикора,/bestiary/226-manticore/,14,68,3,3,3,-2,1,-1
1442,Мелетидский гоплит,/bestiary/7156-meletian_hoplite/,18,49,3,2,1,3,1,0
1443,Мерренолот,/multiverse/bestiary/6837-merrenoloth/,13,40,-1,3,0,3,2,0
1444,Мерсион,/bestiary/8425-mercion/,19,31,2,0,-1,1,3,3
1445,Мимик обеденный стол,/bestiary/5112-dining_table_mimic/,12,75,3,1,2,-3,1,-1
1446,Минотавр,/bestiary/435-minotaur/,14,76,4,0,3,-2,3,-1
1447,Миротворец Гармониума,/bestiary/13204-harmonium_peacekeeper/,18,45,3,0,2,1,2,0
1448,Мозг в банке,/bestiary/5758-brain_in_a_jar/,11,55,-5,-4,2,4,0,2
1449,Мозг в банке,/bestiary/6854-brain_in_a_jar/,11,55,-5,-4,2,4,0,2
1450,Молливер,/bestiary/8421-molliver/,15,60,-1,3,3,0,-1,3
1451,Молодая небосклонная черепаха,/bestiary/7867-young_horizonback_tortoise/,15,68,4,0,2,-4,1,-3
1452,Мортлок Вантампур,/bestiary/6411-mortlock_vanthampur/,12,90,4,2,3,0,1,1
1453,Муза Общества восприятия,/bestiary/13208-society_of_sensation_muse/,14,44,-1,3,1,2,2,3
1454,Мумия,/bestiary/243-mummy/,11,58,3,-1,2,-2,0,1
1455,Мэгги Кинайс (1-го уровня),/bestiary/7810-maggie_keeneyes_tier_1_/,13,85,4,2,3,2,2,-1
1456,Маг клятвы с Визерблума,/bestiary/8351-witherbloom_pledgemage/,12,66,0,2,1,2,3,0
1457,Маг клятвы с Квандрикса,/bestiary/8322-quandrix_pledgemage/,12,66,0,2,1,3,2,0
1458,Маг клятвы с Лорхолда,/bestiary/8068-lorehold_pledgemage/,13,60,0,3,1,3,1,0
1459,Маг клятвы с Призмари,/bestiary/8314-prismari_pledgemage/,12,66,0,2,1,1,2,3
1460,Маг клятвы с Сильверквилла,/bestiary/8343-silverquill_pledgemage/,13,66,0,3,1,1,0,3
1461,Мариса,/bestiary/7897-marisa/,11,45,-2,1,0,0,1,3
1462,Мастер душ,/bestiary/6382-master_of_souls/,12,45,0,2,3,4,2,1
1463,Меррегон,/multiverse/bestiary/6836-merregon/,16,45,4,2,3,-2,1,-1
1464,Мерроу мелководный жрец,/bestiary/7405-merrow_shallowpriest/,15,75,4,2,2,0,3,-1
1465,Металлический миротворец,/bestiary/6350-metallic_peacekeeper/,17,68,3,0,4,2,1,0
1466,Механический архивариус,/bestiary/8058-cogwork_archivist/,17,90,4,0,2,3,0,-2
1467,Моургаэн,/bestiary/7464-m_rg_n/,16,66,1,4,1,1,2,0
1468,Мутирующий Гуманоид,/bestiary/12549-humanoid_mutate/,14,65,1,4,2,0,1,2
1469,Мэри,/bestiary/7898-meri/,11,45,-2,1,0,0,1,3
1470,Мастер-вор,/multiverse/bestiary/6831-master_thief/,16,84,0,4,2,0,0,1
1471,Меззолот,/bestiary/321-mezzoloth/,18,75,4,0,3,-2,0,0
1472,Меркан,/bestiary/8848-mercane/,13,75,3,0,2,4,3,2
1473,Молодой глубинный дракон,/bestiary/6264-young_deep_dragon/,16,93,4,1,3,1,2,3
1474,Молодой кристаллический дракон,/bestiary/6253-young_crystal_dragon/,15,95,3,1,4,3,2,3
1475,Молодой облачный великан,/bestiary/7728-young_cloud_giant/,13,105,5,-1,4,0,1,1
1476,Молодой ремораз,/bestiary/270-young_remorhaz/,14,93,4,1,3,-4,0,-3
1477,Монах Бессмертного Лотоса,/bestiary/5045-immortal_lotus_monk/,15,65,1,3,2,0,2,0
1478,Монах оперативник,/bestiary/7852-monastic_operative/,17,84,1,4,2,2,3,0
1479,Морганта,/bestiary/4772-morgantha/,17,112,4,2,3,3,2,3
1480,Морго Делвур,/bestiary/7428-morgo_delwur/,10,135,4,0,3,0,1,1
1481,Морозный друид,/bestiary/5761-frost_druid/,13,67,1,1,3,0,3,-1
1482,Морской лев,/bestiary/9492-sea_lion/,15,90,3,2,2,-4,1,-1
1483,Мэгги Кинайс (2-го уровня),/bestiary/7811-maggie_keeneyes_tier_2_/,15,114,4,2,4,2,3,-1
1484,Мясной голем,/bestiary/184-flesh_golem/,9,93,4,-1,4,-2,0,-3
1485,Маг,/bestiary/434-mage/,12,40,-1,2,0,3,1,0
1486,Мамонт,/bestiary/381-mammoth/,13,126,7,-1,5,-4,0,-2
1487,Манафрет Черрипорт,/bestiary/5333-manafret_cherryport/,12,31,-1,2,0,3,1,0
1488,Марта Лунная тень,/bestiary/6225-marta_moonshadow/,12,40,-1,2,0,3,1,0
1489,Медуза,/bestiary/227-medusa/,15,127,0,2,3,1,1,2
1490,Медуза горгона,/bestiary/7262-medusa_gorgon/,15,127,0,2,3,1,1,2
1491,Мехахимера,/bestiary/8510-mechachimera/,14,114,4,0,4,-4,2,0
1492,Мирадж Визанн,/bestiary/4917-miraj_vizann/,10,82,1,0,3,1,0,4
1493,Молодой белый дракон,/bestiary/113-young_white_dragon/,17,133,4,0,4,-2,0,1
1494,Молодой латунный дракон,/bestiary/117-young_brass_dragon/,17,110,4,0,3,1,0,2
1495,Монах лазутчик,/bestiary/7851-monastic_infiltrator/,18,112,1,5,3,2,3,3
1496,Мрачнод Гаргенхейл,/bestiary/9262-grimzod_gargenhale/,15,85,2,3,4,1,1,3
1497,Мутирующий отидж,/bestiary/12550-otyugh_mutate/,16,68,4,0,4,0,2,-2
1498,Маг дроу,/bestiary/147-drow_mage/,12,45,-1,2,0,3,1,1
1499,Маурежи,/multiverse/bestiary/6832-maurezhi/,15,88,2,3,1,0,1,2
1500,Молодой лунный дракон,/bestiary/8772-young_lunar_dragon/,16,123,4,1,4,-1,0,1
1501,Молодой медный дракон,/bestiary/125-young_copper_dragon/,17,119,4,1,3,3,1,2
1502,Молодой топазный дракон,/bestiary/6285-young_topaz_dragon/,17,127,3,1,2,3,2,3
1503,Молодой чёрный дракон,/bestiary/97-young_black_dragon/,18,127,4,2,3,1,0,2
1504,Мутировавший тролль,/bestiary/12271-troll_mutate/,16,95,4,1,4,3,-1,1
1505,Марлос Урнрейл,/bestiary/4918-marlos_urnrayle/,15,136,3,0,4,1,1,3
1506,Мешок Гвоздей,/bestiary/6037-bag_of_nails/,15,78,0,3,2,1,0,0
1507,Мимик-сокровище,/bestiary/6345-hoard_mimic/,14,123,5,1,3,0,3,0
1508,Модрон декатон,/bestiary/13111-decaton_modron/,16,144,4,1,3,2,2,0
1509,Мозазавр,/bestiary/5970-mosasaurus/,13,159,7,1,4,-4,1,-2
1510,Мозазавр зомби,/bestiary/5993-mosasaurus_zombie/,11,159,7,-1,4,-5,-2,-3
1511,Молодой бронзовый дракон,/bestiary/121-young_bronze_dragon/,18,142,5,0,4,2,1,3
1512,Молодой зеленый дракон,/bestiary/14-young_green_dragon/,18,136,4,1,3,3,1,2
1513,Молодой изумрудный дракон,/bestiary/6270-young_emerald_dragon/,17,142,5,1,4,3,2,3
1514,Молодой луннокаменный дракон,/bestiary/6275-young_moonstone_dragon/,18,144,4,3,3,4,3,4
1515,Молодой морской змей,/bestiary/6292-young_sea_serpent/,16,123,4,1,3,0,1,0
1516,Мохоспин-Стюард,/bestiary/7451-mossback_steward/,17,227,9,-4,7,1,3,-3
1517,Мэгги Кинайс (3-го уровня),/bestiary/7812-maggie_keeneyes_tier_3_/,18,142,5,2,4,2,2,-1
1518,Мясной голем исчадий,/bestiary/6383-fiendish_flesh_golem/,12,210,5,-1,5,-2,0,-3
1519,Маг крови Орика,/bestiary/8292-oriq_blood_mage/,16,127,0,2,4,5,1,1
1520,Мастер жестокости,/bestiary/8932-master_of_cruelties/,18,127,4,3,3,4,3,5
1521,Мейлун Вардрагон,/bestiary/5339-meloon_wardragon/,18,143,5,2,2,0,2,2
1522,Мирт,/bestiary/5340-mirt/,16,153,4,4,4,2,1,2
1523,Молниевый скиталец,/bestiary/12247-lightning_hulk/,15,102,4,5,3,2,2,2
1524,Молодой аметистовый дракон,/bestiary/6244-young_amethyst_dragon/,18,168,5,1,5,4,2,4
1525,Молодой сапфировый дракон,/bestiary/6279-young_sapphire_dragon/,17,157,5,2,5,3,2,3
1526,Молодой серебряный дракон,/bestiary/133-young_silver_dragon/,18,168,6,0,5,2,0,4
1527,Молодой синий дракон,/bestiary/105-young_blue_dragon/,18,152,5,0,4,2,1,3
1528,Молодой солнечный дракон,/bestiary/8871-young_solar_dragon/,16,178,5,2,5,1,2,1
1529,Морозная саламандра,/multiverse/bestiary/6757-frost_salamander/,17,168,5,1,4,-2,0,-2
1530,Мургаксор,/bestiary/8355-murgaxor/,16,127,0,2,4,5,1,1
1531,Мутировавший дроу великан,/bestiary/6201-giant_mutated_drow/,14,200,8,0,6,1,3,3
1532,Мадам Ева,/bestiary/952-madam_eva/,10,88,-1,0,1,3,5,4
1533,Малый дракон смерти,/bestiary/10579-lesser_death_dragon/,15,199,5,0,4,-3,0,-3
1534,Маэлефант,/bestiary/13106-maelephant/,15,161,4,0,4,0,3,1
1535,Мистер Дори,/bestiary/7565-mr_dory/,18,170,1,5,4,2,2,3
1536,Могильный бурильщик,/bestiary/5757-tomb_tapper/,17,207,6,0,5,2,2,0
1537,Модрон нонатон,/bestiary/13114-nonaton_modron/,16,161,4,1,3,3,3,1
1538,Молодая дракочерепаха,/bestiary/6289-young_dragon_turtle/,19,178,5,0,4,0,1,1
1539,Молодой золотой дракон,/bestiary/129-young_gold_dragon/,18,178,6,2,5,3,1,5
1540,Молодой красный дракон,/bestiary/109-young_red_dragon/,18,178,6,0,5,2,0,4
1541,Молоторукий голем,/bestiary/6153-hammer_handed_golem/,17,178,6,-1,5,-4,0,-5
1542,Морозная скорбь,/bestiary/12133-frostmourn/,13,195,6,-1,5,-1,0,4
1543,Мутировавший плащевик,/bestiary/12548-cloaker_mutate/,14,143,4,2,1,4,1,0
1544,Мамаша,/bestiary/9261-big_momma/,15,157,6,3,4,-3,1,-3
1545,Марид,/bestiary/163-marid/,17,229,6,1,8,4,3,4
1546,Меганожка,/bestiary/8846-megapede/,15,175,6,0,3,-5,0,-4
1547,Модрон октон,/bestiary/13116-octon_modron/,18,187,4,2,3,3,3,2
1548,Молодой дракон времени,/bestiary/13135-young_time_dragon/,18,210,5,1,5,5,2,3
1549,Молодой потустороний ужас,/bestiary/12711-juvenile_eldritch_horror/,17,168,6,3,4,4,2,1
1550,Моркот,/multiverse/bestiary/6844-morkoth/,17,165,2,2,2,5,2,1
1551,Мелиссара Сумеречная Тень,/bestiary/6148-melissara_shadowdusk/,12,99,0,2,1,5,2,3
1552,Могхадам,/bestiary/8522-moghadam/,14,104,0,1,1,4,3,3
1553,Модрон септон,/bestiary/13117-septon_modron/,17,204,4,2,3,4,3,2
1554,Морская фурия,/bestiary/7409-sea_fury/,14,105,4,2,3,1,1,4
1555,Маншун,/bestiary/5334-manshoon/,19,126,0,2,1,6,2,3
1556,Мирран,/bestiary/7762-mirran/,11,230,9,2,5,3,4,4
1557,Модрон гекстон,/bestiary/13113-hexton_modron/,17,209,4,3,3,4,3,2
1558,Молодой красный теневой дракон,/bestiary/4858-young_red_shadow_dragon/,18,178,6,0,5,2,0,4
1559,Молодой лиловый червь,/bestiary/4941-young_purple_worm/,18,184,9,-2,6,-5,-1,-3
1560,Муирал,/bestiary/5387-muiral/,16,195,4,0,3,4,1,4
1561,Молодой кракен,/bestiary/7513-juvenile_kraken/,16,207,7,0,5,4,2,3
1562,Мордакеш,/bestiary/4987-mordakhesh/,18,170,5,3,4,2,3,5
1563,Марилит,/bestiary/71-marilith/,18,189,4,5,5,4,3,5
1564,Медуза иерофант,/bestiary/13289-hierophant_medusa/,17,237,6,5,4,2,6,6
1565,Малаксикс,/bestiary/13283-malaxxix/,17,312,6,3,6,6,5,4
1566,Младший эмиссар звёздных порождений,/bestiary/6888-lesser_star_spawn_emissary/,19,241,5,4,7,7,5,6
1567,Мясной колосс,/bestiary/12123-flesh_colossus/,14,280,7,-1,7,-2,0,-3
1568,Молидей,/multiverse/bestiary/6842-molydeus/,19,216,9,6,7,5,7,7
1569,Молох,/multiverse/bestiary/6841-moloch/,19,253,8,4,6,5,4,6
1570,Миирим,/bestiary/5058-miirym/,10,262,3,0,5,4,2,6
1571,"Маегера, Титан Рассвет",/bestiary/5605-maegera_the_dawn_titan/,16,341,5,6,5,0,0,4
1572,Марут,/multiverse/bestiary/6830-marut/,22,432,9,1,8,4,2,4
1573,На,/bestiary/6020-na/,10,3,0,0,0,0,0,0
1574,Наксин Драткала,/bestiary/7777-naxene_drathkala/,10,27,-1,0,0,3,1,0
1575,Нарт Тезрин,/bestiary/7778-narth_tezrin/,12,18,-1,2,0,1,2,3
1576,Небесный зверь,/bestiary/4313-beast_of_the_sky/,13,4,-2,3,1,-1,2,0
1577,Немиколоптер,/bestiary/5971-nemicolopterus/,12,1,-4,2,-1,-4,1,-2
1578,Немиколоптер зомби,/bestiary/5995-nemicolopterus_zombie/,10,1,-4,0,-1,-4,-1,-4
1579,Нене,/bestiary/8539-nene/,13,1,-3,3,-1,-2,2,-2
1580,Нэт,/bestiary/5361-nat/,10,1,0,0,0,0,0,0
1581,Николай Вахтер,/bestiary/4774-nikolai_wachter/,15,9,0,1,0,1,2,3
1582,Ночной клинок,/bestiary/6377-night_blade/,12,11,0,2,1,0,0,2
1583,Некромайт Миркула,/bestiary/6380-necromite_of_myrkul/,11,13,0,1,2,3,0,0
1584,Норкер,/bestiary/13711-norker/,17,16,1,0,1,-1,-1,-2
1585,Носка Ур’грей,/bestiary/5170-noska_ur_gray/,11,32,2,0,2,0,0,0
1586,Нупперибо,/multiverse/bestiary/6885-nupperibo/,13,11,3,0,1,-4,-1,-5
1587,Научный агент,/bestiary/7862-scholarly_agent/,11,22,0,1,1,3,1,0
1588,Нилбог,/multiverse/bestiary/6883-nilbog/,13,7,-1,2,0,0,-1,2
1589,Наррак,/bestiary/5859-narrak/,12,40,-1,2,1,2,-3,3
1590,Натроу Арпл,/bestiary/7425-nathrow_arple/,15,65,2,3,2,2,0,2
1591,Наяд,/bestiary/7160-naiad/,15,31,0,3,0,2,0,4
1592,Неззнар Черный Паук,/bestiary/16-the_black_spider/,11,27,-1,1,0,3,2,1
1593,Неззнар Черный Паук,/bestiary/12556-the_black_spider/,11,27,-1,1,0,3,2,1
1594,Ноори,/bestiary/7735-noori/,13,67,3,1,3,-1,0,-1
1595,Норка Брайттуск,/bestiary/7432-norca_brighttusk/,13,27,0,0,1,1,3,1
1596,Носорог,/bestiary/386-rhinoceros/,11,45,5,-1,2,-4,1,-2
1597,Нотик,/bestiary/17-nothic/,15,45,2,3,3,1,0,-1
1598,Наблюдатель,/bestiary/15-spectator/,14,39,-1,2,2,1,2,0
1599,Нанни Пупу,/bestiary/6058-nanny_pu_pu/,17,82,4,1,3,1,2,2
1600,Небесный ткач,/bestiary/3652-skyweaver/,12,44,-1,2,1,0,0,3
1601,Неоги,/multiverse/bestiary/6876-neogi/,15,33,-2,3,2,1,1,2
1602,Неоги-пират,/bestiary/8852-neogi_pirate/,16,33,-2,2,2,1,1,2
1603,Нергалиид (Дьявольская жаба),/bestiary/7407-nergaliid_devil_toad_/,12,42,4,1,5,1,0,1
1604,Носитель драковируса,/bestiary/10572-dracophage_subject/,15,39,0,3,2,1,1,0
1605,Неоги охотник пустоты,/bestiary/8853-neogi_void_hunter/,14,58,-2,3,2,3,1,4
1606,Неоги повелитель,/multiverse/bestiary/6878-neogi_master/,15,71,-2,3,2,3,1,4
1607,Непартак,/bestiary/6059-nepartak/,13,40,-5,3,2,3,0,0
1608,Неполный драконий скелет,/bestiary/10581-incomplete_dragon_skeleton/,15,58,2,3,1,2,2,3
